"Latitude","Longitude","Family","Cover_Class","Number","Observation","Genus_species"
"35.235205","-115.803377","Polygonaceae","Plant","2","MJV3-15-BIO-VT-2,1-9B","Eriogonum inflatum"
"35.235192","-115.803417","Malvaceae","Rock","6","MJV3-15-BIO-VT-2,1-9A","Sphaeralcea ambigua"
"35.235192","-115.803417","Poaceae","Rock","40","MJV3-15-BIO-VT-2,1-9A","Bromus madritensis ssp. rubens"
"35.235192","-115.803417","Polygonaceae","Rock","1","MJV3-15-BIO-VT-2,1-9A","Eriogonum inflatum"
"35.235322","-115.803401","Poaceae","Plant","10","MJV3-15-BIO-VT-2,1-10A","Bromus madritensis ssp. rubens"
"35.235322","-115.803401","Poaceae","Plant","30","MJV3-15-BIO-VT-2,1-10A","Unknown"
"35.235322","-115.803401","Polygonaceae","Plant","1","MJV3-15-BIO-VT-2,1-10A","Eriogonum inflatum"
"35.235322","-115.803401","Unknown","Plant","1","MJV3-15-BIO-VT-2,1-10A","Unknown"
"35.235396","-115.803292","Cactaceae","Sand","1","MJV3-15-BIO-VT-2,1-10C","Ferocactus cylindraceus"
"35.235396","-115.803292","Poaceae","Sand","50","MJV3-15-BIO-VT-2,1-10C","Unknown"
"35.235396","-115.803292","Poaceae","Sand","40","MJV3-15-BIO-VT-2,1-10C","Unknown"
"35.235396","-115.803292","Ephedraceae","Sand","2","MJV3-15-BIO-VT-2,1-10C","Ephedra viridis"
"35.235438","-115.803196","Unknown","Rock","2","MJV3-15-BIO-VT-2,1-10E","Unknown"
"35.235438","-115.803196","Fabaceae","Rock","2","MJV3-15-BIO-VT-2,1-10E","Astragalus nuttallianus"
"35.235438","-115.803196","Poaceae","Rock","12","MJV3-15-BIO-VT-2,1-10E","Bromus madritensis ssp. rubens"
"35.235438","-115.803196","Poaceae","Rock","10","MJV3-15-BIO-VT-2,1-10E","Unknown"
"35.235457","-115.803089","Poaceae","Rock","35","MJV3-15-BIO-VT-2,1-10G","Unknown"
"35.235457","-115.803047","Poaceae","Rock","30","MJV3-15-BIO-VT-2,1-10H","Unknown"
"35.235463","-115.803007","Poaceae","Rock","2","MJV3-15-BIO-VT-2,1-10I","Unknown"
"35.235463","-115.803007","Cactaceae","Rock","5","MJV3-15-BIO-VT-2,1-10I","Cylindropuntia ramossissima"
"35.235463","-115.803007","Agavaceae","Rock","2","MJV3-15-BIO-VT-2,1-10I","Yucca schidigera"
"35.235914","-115.801881","Boraginaceae","Sand","1","MJV3-15-BIO-VT-3,2-5A","Cryptantha angustifolia"
"35.235914","-115.801881","Cleomaceae","Sand","1","MJV3-15-BIO-VT-3,2-5A","Peritoma arborea"
"35.235914","-115.801881","Poaceae","Sand","1","MJV3-15-BIO-VT-3,2-5A","Unknown"
"35.235962","-115.801853","Cleomaceae","Plant","1","MJV3-15-BIO-VT-3,2-5B","Peritoma arborea"
"35.235962","-115.801853","Unknown","Plant","1","MJV3-15-BIO-VT-3,2-5B","Unknown"
"35.235962","-115.801853","Solanaceae","Plant","1","MJV3-15-BIO-VT-3,2-5B","Lycium andersonii"
"35.235962","-115.801853","Poaceae","Plant","1","MJV3-15-BIO-VT-3,2-5B","Unknown"
"35.236036","-115.80188","Zygophyllaceae","Plant","1","MJV3-15-BIO-VT-3,2-5C","Larrea tridentata"
"35.236036","-115.80188","Cactaceae","Plant","5","MJV3-15-BIO-VT-3,2-5C","Unknown"
"35.236036","-115.80188","Poaceae","Plant","20","MJV3-15-BIO-VT-3,2-5C","Unknown"
"35.236036","-115.80188","Unknown","Plant","8","MJV3-15-BIO-VT-3,2-5C","Unknown"
"35.236108","-115.801878","Unknown","Gravel","1","MJV3-15-BIO-VT-3,2-5D","Unknown"
"35.236108","-115.801878","Cleomaceae","Gravel","2","MJV3-15-BIO-VT-3,2-5D","Peritoma arborea"
"35.236167","-115.801883","Unknown","Rock","1","MJV3-15-BIO-VT-3,2-5E","Unknown"
"35.236167","-115.801883","Cleomaceae","Rock","1","MJV3-15-BIO-VT-3,2-5E","Peritoma arborea"
"35.236167","-115.801883","Cactaceae","Rock","1","MJV3-15-BIO-VT-3,2-5E","Unknown"
"35.236167","-115.801883","Poaceae","Rock","15","MJV3-15-BIO-VT-3,2-5E","Unknown"
"35.235828","-115.801877","Unknown","Gravel","6","MJV3-15-BIO-VT-3,2-5F","Unknown"
"35.235828","-115.801877","Poaceae","Gravel","1","MJV3-15-BIO-VT-3,2-5F","Unknown"
"35.235847","-115.801764","Unknown","Gravel","2","MJV3-15-BIO-VT-3,2-6A","Unknown"
"35.235847","-115.801764","Unknown","Gravel","3","MJV3-15-BIO-VT-3,2-6A","Unknown"
"35.235847","-115.801764","Boraginaceae","Gravel","10","MJV3-15-BIO-VT-3,2-6A","Cryptantha angustifolia"
"35.235801","-115.801756","Unknown","Rock","4","MJV3-15-BIO-VT-3,2-6B","Unknown"
"35.235801","-115.801756","Unknown","Rock","6","MJV3-15-BIO-VT-3,2-6B","Unknown"
"35.235801","-115.801756","Cactaceae","Rock","1","MJV3-15-BIO-VT-3,2-6B","Unknown"
"35.235801","-115.801756","Unknown","Rock","1","MJV3-15-BIO-VT-3,2-6B","Unknown"
"35.235767","-115.801756","Unknown","Gravel","5","MJV3-15-BIO-VT-3,2-6C","Unknown"
"35.235767","-115.801756","Unknown","Gravel","3","MJV3-15-BIO-VT-3,2-6C","Unknown"
"35.235767","-115.801756","Asteraceae","Gravel","1","MJV3-15-BIO-VT-3,2-6C","Monoptilon bellidiforme"
"35.235767","-115.801756","Boraginaceae","Gravel","1","MJV3-15-BIO-VT-3,2-6C","Cryptantha angustifolia"
"35.235767","-115.801756","Poaceae","Gravel","1","MJV3-15-BIO-VT-3,2-6C","Bromus madritensis ssp. rubens"
"35.235716","-115.801772","Poaceae",NA,"20","MJV3-15-BIO-VT-3,2-6D","Bromus madritensis ssp. rubens"
"35.235716","-115.801772","Ephedraceae",NA,"1","MJV3-15-BIO-VT-3,2-6D","Ephedra viridis"
"35.23579","-115.802269","Poaceae","Dirt","10","MJV3-15-BIO-VT-3,2-2A","Unknown"
"35.23579","-115.802269","Boraginaceae","Dirt","1","MJV3-15-BIO-VT-3,2-2A","Cryptantha angustifolia"
"35.23579","-115.802269","Unknown","Dirt","1","MJV3-15-BIO-VT-3,2-2A","Unknown"
"35.23579","-115.802269","Cactaceae","Dirt","1","MJV3-15-BIO-VT-3,2-2A","Unknown"
"35.235748","-115.802272","Poaceae","Rock","15","MJV3-15-BIO-VT-3,2-2B","Bromus madritensis ssp. rubens"
"35.235748","-115.802272","Unknown","Rock","1","MJV3-15-BIO-VT-3,2-2B","Unknown"
"35.235675","-115.802243","Ephedraceae","Rock","2","MJV3-15-BIO-VT-3,2-2C","Ephedra viridis"
"35.235675","-115.802243","Poaceae","Rock","13","MJV3-15-BIO-VT-3,2-2C","Bromus madritensis ssp. rubens"
"35.235675","-115.802243","Unknown","Rock","1","MJV3-15-BIO-VT-3,2-2C","Bryophyta"
"35.235675","-115.802243","Unknown","Rock","2","MJV3-15-BIO-VT-3,2-2C","Unknown"
"35.23563","-115.802211","Unknown","Dirt","1","MJV3-15-BIO-VT-3,2-2D","Bryophyta"
"35.23563","-115.802211","Poaceae","Dirt","1","MJV3-15-BIO-VT-3,2-2D","Unknown"
"35.235571","-115.802228","Unknown","Dirt","4","MJV3-15-BIO-VT-3,2-2E","Unknown"
"35.235571","-115.802228","Poaceae","Dirt","1","MJV3-15-BIO-VT-3,2-2E","Unknown"
"35.235499","-115.802204","Unknown","Rock","0","MJV3-15-BIO-VT-3,2-2F","Unknown"
"35.235801","-115.802152","Boraginaceae","Rock","1","MJV3-15-BIO-VT-3,2-3A","Cryptantha angustifolia"
"35.235801","-115.802152","Unknown","Rock","2","MJV3-15-BIO-VT-3,2-3A","Unknown"
"35.235801","-115.802152","Unknown","Rock","1","MJV3-15-BIO-VT-3,2-3A","Unknown"
"35.235801","-115.802152","Poaceae","Rock","1","MJV3-15-BIO-VT-3,2-3A","Bromus madritensis ssp. rubens"
"35.235823","-115.802149","Ephedraceae","Plant","1","MJV3-15-BIO-VT-3,2-3B","Ephedra viridis"
"35.235823","-115.802149","Cactaceae","Plant","1","MJV3-15-BIO-VT-3,2-3B","Unknown"
"35.235823","-115.802149","Poaceae","Plant","1","MJV3-15-BIO-VT-3,2-3B","Bromus madritensis ssp. rubens"
"35.235823","-115.802149","Unknown","Plant","1","MJV3-15-BIO-VT-3,2-3B","Unknown"
"35.235822","-115.802153","Poaceae","Boulder","60","MJV3-15-BIO-VT-3,2-3C","Bromus madritensis ssp. rubens"
"35.235822","-115.802153","Unknown","Boulder","2","MJV3-15-BIO-VT-3,2-3C","Unknown"
"35.235822","-115.802153","Brassicaceae","Boulder","1","MJV3-15-BIO-VT-3,2-3C","Lepidium densiflorum"
"35.235944","-115.802164","Cactaceae","Rock","1","MJV3-15-BIO-VT-3,2-3D","Ferocactus cylindraceus"
"35.235944","-115.802164","Agavaceae","Rock","1","MJV3-15-BIO-VT-3,2-3D","Yucca schidigera"
"35.235944","-115.802164","Ephedraceae","Rock","1","MJV3-15-BIO-VT-3,2-3D","Ephedra viridis"
"35.235944","-115.802164","Poaceae","Rock","25","MJV3-15-BIO-VT-3,2-3D","Bromus madritensis ssp. rubens"
"35.235944","-115.802164","Unknown","Rock","5","MJV3-15-BIO-VT-3,2-3D","Bryophyta"
"35.236","-115.802137","Unknown","Rock","7","MJV3-15-BIO-VT-3,2-3E","Unknown"
"35.236","-115.802137","Poaceae","Rock","1","MJV3-15-BIO-VT-3,2-3E","Bromus madritensis ssp. rubens"
"35.236059","-115.802102","Cactaceae","Sand","3","MJV3-15-BIO-VT-3,2-3F","Cylindropuntia echinocarpa"
"35.236059","-115.802102","Unknown","Sand","2","MJV3-15-BIO-VT-3,2-3F","Unknown"
"35.236059","-115.802102","Poaceae","Sand","1","MJV3-15-BIO-VT-3,2-3F","Unknown"
"35.236059","-115.802102","Unknown","Sand","1","MJV3-15-BIO-VT-3,2-3F","Unknown"
"35.236088","-115.802076","Polygonaceae","Rock","6","MJV3-15-BIO-VT-3,2-3G","Eriogonum inflatum"
"35.236088","-115.802076","Poaceae","Rock","1","MJV3-15-BIO-VT-3,2-3G","Bromus madritensis ssp. rubens"
"35.236159","-115.802086","Ephedraceae","Rock","1","MJV3-15-BIO-VT-3,2-3H","Ephedra viridis"
"35.236159","-115.802086","Cactaceae","Rock","1","MJV3-15-BIO-VT-3,2-3H","Opuntia ramosissima"
"35.236159","-115.802086","Unknown","Rock","1","MJV3-15-BIO-VT-3,2-3H","Bryophyta"
"35.236159","-115.802086","Malvaceae","Rock","1","MJV3-15-BIO-VT-3,2-3H","Sphaeralcea ambigua"
"35.236159","-115.802086","Unknown","Rock","2","MJV3-15-BIO-VT-3,2-3H","Unknown"
"35.236159","-115.802086","Unknown","Rock","3","MJV3-15-BIO-VT-3,2-3H","Unknown"
"35.236199","-115.802092","Zygophyllaceae","Rock","1","MJV3-15-BIO-VT-3,2-3I","Larrea tridentata"
"35.236199","-115.802092","Polygonaceae","Rock","4","MJV3-15-BIO-VT-3,2-3I","Eriogonum inflatum"
"35.236199","-115.802092","Poaceae","Rock","1","MJV3-15-BIO-VT-3,2-3I","Unknown"
"35.236199","-115.802092","Unknown","Rock","1","MJV3-15-BIO-VT-3,2-3I","Bryophyta"
"35.236199","-115.802092","Unknown","Rock","1","MJV3-15-BIO-VT-3,2-3I","Lichens"
"35.235822","-115.802008","Poaceae","Rock","40","MJV3-15-BIO-VT-3,2-4A","Bromus madritensis ssp. rubens"
"35.235822","-115.802008","Unknown","Rock","4","MJV3-15-BIO-VT-3,2-4A","Unknown"
"35.235822","-115.802008","Unknown","Rock","2","MJV3-15-BIO-VT-3,2-4A","Unknown"
"35.235776","-115.802024","Poaceae","Rock","100","MJV3-15-BIO-VT-3,2-4B","Bromus madritensis ssp. rubens"
"35.235776","-115.802024","Ephedraceae","Rock","1","MJV3-15-BIO-VT-3,2-4B","Ephedra viridis"
"35.235776","-115.802024","Polygonaceae","Rock","20","MJV3-15-BIO-VT-3,2-4B","Lepidium densiflorum"
"35.235776","-115.802024","Unknown","Rock","1","MJV3-15-BIO-VT-3,2-4B","Unknown"
"35.235776","-115.802024","Agavaceae","Rock","1","MJV3-15-BIO-VT-3,2-4B","Yucca schidigera"
"35.235715","-115.801974","Ephedraceae","Rock","1","MJV3-15-BIO-VT-3,2-4C","Ephedra viridis"
"35.235715","-115.801974","Poaceae","Rock","1","MJV3-15-BIO-VT-3,2-4C","Bromus madritensis ssp. rubens"
"35.235715","-115.801974","Unknown","Rock","1","MJV3-15-BIO-VT-3,2-4C","Unknown"
"35.235715","-115.801974","Cactaceae","Rock","1","MJV3-15-BIO-VT-3,2-4C","Unknown"
"35.23566","-115.801973","Cactaceae","Gravel","1","MJV3-15-BIO-VT-3,2-4D","Unknown"
"35.23566","-115.801973","Poaceae","Gravel","20","MJV3-15-BIO-VT-3,2-4D","Unknown"
"35.23566","-115.801973","Unknown","Gravel","2","MJV3-15-BIO-VT-3,2-4D","Unknown"
"35.23562","-115.801969","Unknown","Sand","1","MJV3-15-BIO-VT-3,2-4E","Unknown"
"35.23562","-115.801969","Poaceae","Sand","2","MJV3-15-BIO-VT-3,2-4E","Bromus madritensis ssp. rubens"
"35.235603","-115.801957","Poaceae","Rock","1","MJV3-15-BIO-VT-3,2-4F","Unknown"
"35.235603","-115.801957","Poaceae","Rock","1","MJV3-15-BIO-VT-3,2-4F","Bromus madritensis ssp. rubens"
"35.235603","-115.801957","Unknown","Rock","1","MJV3-15-BIO-VT-3,2-4F","Bryophyta"
"35.235603","-115.801957","Boraginaceae","Rock","1","MJV3-15-BIO-VT-3,2-4F","Lepidium densiflorum"
"35.235603","-115.801957","Cleomaceae","Rock","2","MJV3-15-BIO-VT-3,2-4F","Peritoma arborea"
"35.235493","-115.801902","Poaceae","Rock","1","MJV3-15-BIO-VT-3,2-4G","Bromus madritensis ssp. rubens"
"35.235493","-115.801902","Unknown","Rock","3","MJV3-15-BIO-VT-3,2-4G","Unknown"
"35.235452","-115.801921","Poaceae","Rock","1","MJV3-15-BIO-VT-3,2-4H","Bromus madritensis ssp. rubens"
"35.235452","-115.801921","Unknown","Rock","1","MJV3-15-BIO-VT-3,2-4H","Unknown"
"35.235452","-115.801921","Unknown","Rock","4","MJV3-15-BIO-VT-3,2-4H","Unknown"
"35.235452","-115.801921","Poaceae","Rock","1","MJV3-15-BIO-VT-3,2-4H","Unknown"
"35.235417","-115.801898","Unknown","Plant","2","MJV3-15-BIO-VT-3,2-4I","Unknown"
"35.235417","-115.801898","Unknown","Plant","1","MJV3-15-BIO-VT-3,2-4I","Bryophyta"
"35.235417","-115.801898","Poaceae","Plant","1","MJV3-15-BIO-VT-3,2-4I","Bromus madritensis ssp. rubens"
"35.235417","-115.801898","Cactaceae","Plant","1","MJV3-15-BIO-VT-3,2-4I","Unknown"
"35.235417","-115.801898","Ephedraceae","Plant","1","MJV3-15-BIO-VT-3,2-4I","Ephedra viridis"
"35.236265","-115.797428","Poaceae","Rock","70","MJV3-15-BIO-VT-7,3-10A","Bromus madritensis ssp. rubens"
"35.236265","-115.797428","Brassicaceae","Rock","1","MJV3-15-BIO-VT-7,3-10A","Lepidium fremontii"
"35.236265","-115.797428","Asteraceae","Rock","1","MJV3-15-BIO-VT-7,3-10A","Baccharis salicina"
"35.236265","-115.797428","Unknown","Rock","1","MJV3-15-BIO-VT-7,3-10A","Dryophytes"
"35.236264","-115.797384","Polygonaceae","Rock","1","MJV3-15-BIO-VT-7,3-10B","Eriogonum inflatum"
"35.236264","-115.797384","Solanaceae","Rock","2","MJV3-15-BIO-VT-7,3-10B","Lycium andersonii"
"35.236264","-115.797384","Unknown","Rock","1","MJV3-15-BIO-VT-7,3-10B","Unknown"
"35.236264","-115.797384","Poaceae","Rock","26","MJV3-15-BIO-VT-7,3-10B","Unknown"
"35.236264","-115.797384","Poaceae","Rock","2","MJV3-15-BIO-VT-7,3-10B","Dasyochloa pulchella"
"35.236264","-115.797384","Solanaceae","Rock","1","MJV3-15-BIO-VT-7,3-10B","Lycium andersonii"
"35.236255","-115.797352","Poaceae","Rock","50","MJV3-15-BIO-VT-7,3-10C","Unknown"
"35.236255","-115.797352","Polygonaceae","Rock","1","MJV3-15-BIO-VT-7,3-10C","Eriogonum inflatum"
"35.236255","-115.797352","Polygonaceae","Rock","1","MJV3-15-BIO-VT-7,3-10C","Eriogonum fasciculatum"
"35.236255","-115.797352","Cactaceae","Rock","1","MJV3-15-BIO-VT-7,3-10C","Cylindropuntia acanthocarpa"
"35.236255","-115.797352","Unknown","Rock","1","MJV3-15-BIO-VT-7,3-10C","Dryophytes"
"35.236255","-115.797352","Solanaceae","Rock","1","MJV3-15-BIO-VT-7,3-10C","Lycium andersonii"
"35.236255","-115.797352","Unknown","Rock","2","MJV3-15-BIO-VT-7,3-10C","Unknown"
"35.236255","-115.797352","Unknown","Rock","1","MJV3-15-BIO-VT-7,3-10C","Unknown"
"35.236255","-115.797341","Asteraceae","Rock","2","MJV3-15-BIO-VT-7,3-10D","Baccharis salicina"
"35.236255","-115.797341","Cactaceae","Rock","1","MJV3-15-BIO-VT-7,3-10D","Cylindropuntia acanthocarpa"
"35.236255","-115.797341","Boraginaceae","Rock","1","MJV3-15-BIO-VT-7,3-10D","Cryptantha angustifolia"
"35.236255","-115.797341","Poaceae","Rock","1","MJV3-15-BIO-VT-7,3-10D","Dasyochloa pulchella"
"35.236255","-115.797341","Polemoniaceae","Rock","1","MJV3-15-BIO-VT-7,3-10D","Gilia stellata"
"35.236236","-115.797264","Polygonaceae","Rock","1","MJV3-15-BIO-VT-7,3-10E","Eriogonum inflatum"
"35.236236","-115.797264","Unknown","Rock","2","MJV3-15-BIO-VT-7,3-10E","Unknown"
"35.236236","-115.797264","Unknown","Rock","1","MJV3-15-BIO-VT-7,3-10E","Unknown"
"35.236236","-115.797264","Unknown","Rock","1","MJV3-15-BIO-VT-7,3-10E","Dryophytes"
"35.236226","-115.79722","Asteraceae","Rock","1","MJV3-15-BIO-VT-7,3-10F","Baccharis salicina"
"35.236226","-115.79722","Brassicaceae","Rock","1","MJV3-15-BIO-VT-7,3-10F","Lepidium fremontii"
"35.236244","-115.797154","Poaceae","Rock","2","MJV3-15-BIO-VT-7,3-10G","Unknown"
"35.236244","-115.797154","Asteraceae","Rock","2","MJV3-15-BIO-VT-7,3-10G","Baccharis salicina"
"35.236243","-115.797088","Poaceae","Rock","2","MJV3-15-BIO-VT-7,3-10H","Unknown"
"35.23626","-115.797011","Asteraceae","Rock","1","MJV3-15-BIO-VT-7,3-10I","Baccharis salicina"
"35.23626","-115.797011","Polygonaceae","Rock","1","MJV3-15-BIO-VT-7,3-10I","Eriogonum fasciculatum"
"35.23626","-115.797011","Poaceae","Rock","25","MJV3-15-BIO-VT-7,3-10I","Unknown"
"35.23626","-115.797011","Polemoniaceae","Rock","1","MJV3-15-BIO-VT-7,3-10I","Gilia stellata"
"35.23626","-115.797011","Unknown","Rock","10","MJV3-15-BIO-VT-7,3-10I","Unknown"
"35.23626","-115.797011","Brassicaceae","Rock","1","MJV3-15-BIO-VT-7,3-10I","Lepidium fremontii"
"35.236269","-115.796934","Ephedraceae","Plant","1","MJV3-15-BIO-VT-7,3-10J","Ephedra viridis"
"35.236269","-115.796934","Boraginaceae","Plant","6","MJV3-15-BIO-VT-7,3-10J","Cryptantha angustifolia"
"35.236269","-115.796934","Brassicaceae","Plant","1","MJV3-15-BIO-VT-7,3-10J","Lepidium fremontii"
"35.237099","-115.797359","Solanaceae","Sand","2","MJV3-15-BIO-VT-7,3-1A","Lycium andersonii"
"35.237099","-115.797359","Cactaceae","Sand","1","MJV3-15-BIO-VT-7,3-1A","Unknown"
"35.23708","-115.797253","Solanaceae","Rock","1","MJV3-15-BIO-VT-7,3-1B","Lycium andersonii"
"35.23708","-115.797253","Cactaceae","Rock","1","MJV3-15-BIO-VT-7,3-1B","Ferocactus cylindraceus"
"35.23708","-115.797253","Poaceae","Rock","1","MJV3-15-BIO-VT-7,3-1B","Bromus madritensis ssp. rubens"
"35.23708","-115.797253","Poaceae","Rock","3","MJV3-15-BIO-VT-7,3-1B","Unknown"
"35.237107","-115.797152","Unknown","Rock","1","MJV3-15-BIO-VT-7,3-1C","Unknown"
"35.237107","-115.797152","Solanaceae","Rock","1","MJV3-15-BIO-VT-7,3-1C","Lycium andersonii"
"35.237107","-115.797152","Boraginaceae","Rock","2","MJV3-15-BIO-VT-7,3-1C","Cryptantha angustifolia"
"35.237107","-115.797152","Poaceae","Rock","4","MJV3-15-BIO-VT-7,3-1C","Unknown"
"35.237101","-115.797051","Poaceae","Rock","1","MJV3-15-BIO-VT-7,3-1D","Bromus madritensis ssp. rubens"
"35.237145","-115.796951","Unknown","Rock","0","MJV3-15-BIO-VT-7,3-1E","Unknown"
"35.237033","-115.797446","Lamiaceae","Sand","1","MJV3-15-BIO-VT-7,3-2A","Scutellaria mexicana"
"35.237033","-115.797446","Poaceae","Sand","20","MJV3-15-BIO-VT-7,3-2A","Unknown"
"35.237033","-115.797446","Boraginaceae","Sand","1","MJV3-15-BIO-VT-7,3-2A","Cryptantha angustifolia"
"35.237044","-115.797549","Asteraceae","Rock","2","MJV3-15-BIO-VT-7,3-2B","Baccharis salicina"
"35.237089","-115.797663","Poaceae","Rock","1","MJV3-15-BIO-VT-7,3-2C","Unknown"
"35.237089","-115.797663","Lamiaceae","Rock","3","MJV3-15-BIO-VT-7,3-2C","Scutellaria mexicana"
"35.237105","-115.797815","Poaceae","Rock","15","MJV3-15-BIO-VT-7,3-2D","Unknown"
"35.237105","-115.797815","Cleomaceae","Rock","1","MJV3-15-BIO-VT-7,3-2D","Peritoma arborea"
"35.237105","-115.797815","Solanaceae","Rock","2","MJV3-15-BIO-VT-7,3-2D","Nicotiana attenuata"
"35.23707","-115.797888","Poaceae","Rock","40","MJV3-15-BIO-VT-7,3-2E","Unknown"
"35.23707","-115.797888","Cactaceae","Rock","2","MJV3-15-BIO-VT-7,3-2E","Cylindropuntia ramosissima"
"35.23707","-115.797888","Fabaceae","Rock","3","MJV3-15-BIO-VT-7,3-2E","Astragalus mohavensis"
"35.23707","-115.797888","Asteraceae","Rock","3","MJV3-15-BIO-VT-7,3-2E","Uropappus lindleyi"
"35.23707","-115.797888","Unknown","Rock","1","MJV3-15-BIO-VT-7,3-2E","Unknown"
"35.237079","-115.797953","Unknown","Rock","1","MJV3-15-BIO-VT-7,3-2F","Unknown"
"35.237079","-115.797953","Brassicaceae","Rock","1","MJV3-15-BIO-VT-7,3-2F","Lepidium densiflorum"
"35.237079","-115.797953","Poaceae","Rock","7","MJV3-15-BIO-VT-7,3-2F","Bromus madritensis ssp. rubens"
"35.236938","-115.79734","Poaceae","Rock","10","MJV3-15-BIO-VT-7,3-3A","Unknown"
"35.236944","-115.797259","Malvaceae","Rock","1","MJV3-15-BIO-VT-7,3-3B","Eremalche rotundifolia"
"35.236944","-115.797259","Solanaceae","Rock","1","MJV3-15-BIO-VT-7,3-3B","Lycium andersonii"
"35.236944","-115.797259","Poaceae","Rock","5","MJV3-15-BIO-VT-7,3-3B","Unknown"
"35.236932","-115.797203","Poaceae","Rock","3","MJV3-15-BIO-VT-7,3-3C","Unknown"
"35.236921","-115.79714","Solanaceae","Plant","1","MJV3-15-BIO-VT-7,3-3D","Lycium andersonii"
"35.236904","-115.797084","Poaceae","Litter","5","MJV3-15-BIO-VT-7,3-3E","Bromus madritensis ssp. rubens"
"35.236864","-115.797024","Poaceae","Litter","5","MJV3-15-BIO-VT-7,3-3G","Bromus madritensis ssp. rubens"
"35.236864","-115.797024","Fabaceae","Litter","1","MJV3-15-BIO-VT-7,3-3G","Astragalus mohavensis"
"35.236864","-115.797024","Poaceae","Litter","1","MJV3-15-BIO-VT-7,3-3G","Unknown"
"35.236889","-115.7969","Solanaceae","Rock","1","MJV3-15-BIO-VT-7,3-3H","Lycium andersonii"
"35.236778","-115.797402","Unknown","Rock","0","MJV3-15-BIO-VT-7,3-4A","Unknown"
"35.23677","-115.797325","Asteraceae","Rock","5","MJV3-15-BIO-VT-7,3-4B","Baccharis salicina"
"35.23677","-115.797325","Solanaceae","Rock","1","MJV3-15-BIO-VT-7,3-4B","Lycium andersonii"
"35.23677","-115.797325","Poaceae","Rock","1","MJV3-15-BIO-VT-7,3-4B","Unknown"
"35.23677","-115.797325","Cactaceae","Rock","2","MJV3-15-BIO-VT-7,3-4B","Cylindropuntia ramosissima"
"35.23677","-115.797325","Cleomaceae","Rock","1","MJV3-15-BIO-VT-7,3-4B","Peritoma arborea"
"35.236754","-115.797262","Solanaceae","Rock","1","MJV3-15-BIO-VT-7,3-4C","Lycium andersonii"
"35.236754","-115.797262","Poaceae","Rock","50","MJV3-15-BIO-VT-7,3-4C","Unknown"
"35.236754","-115.797262","Brassicaceae","Rock","1","MJV3-15-BIO-VT-7,3-4C","Lepidium densiflorum"
"35.236754","-115.797262","Unknown","Rock","1","MJV3-15-BIO-VT-7,3-4C","Bryophyta"
"35.236754","-115.797262","Boraginaceae","Rock","1","MJV3-15-BIO-VT-7,3-4C","Cryptantha angustifolia"
"35.236748","-115.797184","Boraginaceae","Rock","1","MJV3-15-BIO-VT-7,3-4D","Cryptantha angustifolia"
"35.236748","-115.797184","Poaceae","Rock","30","MJV3-15-BIO-VT-7,3-4D","Unknown"
"35.236748","-115.797184","Solanaceae","Rock","3","MJV3-15-BIO-VT-7,3-4D","Lycium andersonii"
"35.236735","-115.797147","Asteraceae","Gravel","2","MJV3-15-BIO-VT-7,3-4E","Uropappus lindleyi"
"35.236735","-115.797147","Poaceae","Gravel","80","MJV3-15-BIO-VT-7,3-4E","Bromus madritensis ssp. rubens"
"35.236735","-115.797147","Cleomaceae","Gravel","3","MJV3-15-BIO-VT-7,3-4E","Peritoma arborea"
"35.236735","-115.797147","Asteraceae","Gravel","1","MJV3-15-BIO-VT-7,3-4E","Baccharis salicina"
"35.236735","-115.797147","Cactaceae","Gravel","3","MJV3-15-BIO-VT-7,3-4E","Cylindropuntia ramosissima"
"35.236735","-115.797147","Unknown","Gravel","1","MJV3-15-BIO-VT-7,3-4E","Bryophyta"
"35.236727","-115.797135","Poaceae","Rock","40","MJV3-15-BIO-VT-7,3-4F","Unknown"
"35.236727","-115.797135","Asteraceae","Rock","1","MJV3-15-BIO-VT-7,3-4F","Baccharis salicina"
"35.236727","-115.797135","Unknown","Rock","1","MJV3-15-BIO-VT-7,3-4F","Bryophyta"
"35.236737","-115.797008","Unknown","Gravel","3","MJV3-15-BIO-VT-7,3-4G","Unknown"
"35.236737","-115.797008","Solanaceae","Gravel","2","MJV3-15-BIO-VT-7,3-4G","Lycium andersonii"
"35.236737","-115.797008","Unknown","Gravel","1","MJV3-15-BIO-VT-7,3-4G","Unknown"
"35.236737","-115.797008","Poaceae","Gravel","30","MJV3-15-BIO-VT-7,3-4G","Unknown"
"35.236737","-115.797008","Unknown","Gravel","3","MJV3-15-BIO-VT-7,3-4G","Bryophyta"
"35.236685","-115.797419","Malvaceae","Rock","2","MJV3-15-BIO-VT-7,3-5A","Sphaeralcea ambigua"
"35.236685","-115.797419","Poaceae","Rock","5","MJV3-15-BIO-VT-7,3-5A","Unknown"
"35.236685","-115.797419","Unknown","Rock","1","MJV3-15-BIO-VT-7,3-5A","Unknown"
"35.236697","-115.797458","Poaceae","Rock","10","MJV3-15-BIO-VT-7,3-5B","Unknown"
"35.236697","-115.797458","Unknown","Rock","1","MJV3-15-BIO-VT-7,3-5B","Unknown"
"35.236723","-115.7975","Cactaceae","Plant","2","MJV3-15-BIO-VT-7,3-5C","Opuntia ramosissima"
"35.236723","-115.7975","Poaceae","Plant","10","MJV3-15-BIO-VT-7,3-5C","Unknown"
