Object_ID,Observation,GPS,Waypoint,Latitude,Longitude,Date,Team_Members,Camera_Phone,Phicture_ID,Cover_Class,Incline,Average_Slope,Common_Name ,Family,Genus_Species,Number,Total_Vascular_No_Grasses,Number_Unique,Abstract_Notes,Notebook_ID,
126,"MJV14-17-BIO-VT-10,-3-4F",1,2,35.232037,-115.794113,,,Lauren Yang,999-9060,Live plant,,,Wheat top grass,Poaceae,Null,TNTC,TNTC,4,Wheat top grass,,
127,"MJV14-17-BIO-VT-10,-3-4G",1,1,35.232066,-115.79398,,,Lauren Yang,999-9059,Gravel,,,White Bursage,Asteraceae,Ambrosia dumosa,1,3,3,White bursage,,
128,"MJV14-17-BIO-VT-10,-3-4G",1,1,35.232066,-115.79398,,,Lauren Yang,999-9059,Gravel,,,Buckhorn Cholla,Cactaceae,Cylindropuntia acanthocarpa,1,3,3,Buckhorn cholla,,
129,"MJV14-17-BIO-VT-10,-3-4G",1,1,35.232066,-115.79398,,,Lauren Yang,999-9059,Gravel,,,California Buckwheat ,Polygonaceae,Eriogonum fasciculatum,1,3,3,California buckwheat,,
130,"MJV14-17-BIO-VT-10,-3-4H",1,1000,35.232031,-115.793834,,,Lauren Yang,999-9052,Gravel,,,Mormon Tea ,Ephedraceae,Ephedra viridis,1,TNTC,3,Mormon tea,,
131,"MJV14-17-BIO-VT-10,-3-4H",1,1000,35.232031,-115.793834,,,Lauren Yang,999-9052,Gravel,,,Beavertail Cactus,Cactaceae,Opuntia basilaris,1,TNTC,3,Beavertail cactus,,
132,"MJV14-17-BIO-VT-10,-3-4H",1,1000,35.232031,-115.793834,,,Lauren Yang,999-9052,Gravel,,,Wheat top grass,Poaceae,Null,TNTC,TNTC,3,Wheat top grass,,
133,"MJV14-17-BIO-VT-10,-3-4I",1,17,35.231962,-115.793824,,,Lauren Yang,999-9075,Gravel,,,White Bursage,Asteraceae,Ambrosia dumosa,2,TNTC,5,White bursage,,
134,"MJV14-17-BIO-VT-10,-3-4I",1,17,35.231962,-115.793824,,,Lauren Yang,999-9075,Gravel,,,Red Brome,Poaceae,Bromus madritensis ssp. rubens,TNTC,TNTC,5,Red Brome,,
135,"MJV14-17-BIO-VT-10,-3-4I",1,17,35.231962,-115.793824,,,Lauren Yang,999-9075,Gravel,,,Low Woollygrass,Poaceae,Dasyochloa pulchella,1,TNTC,5,Low woollygrass,,
136,"MJV14-17-BIO-VT-10,-3-4I",1,17,35.231962,-115.793824,,,Lauren Yang,999-9075,Gravel,,,Barrel Cactus,Cactaceae,Ferocactus cylindraceus,2,TNTC,5,Barrel cactus,,
137,"MJV14-17-BIO-VT-10,-3-4I",1,17,35.231962,-115.793824,,,Lauren Yang,999-9075,Gravel,,,Wheat top grass,Poaceae,Null,TNTC,TNTC,5,Wheat top grass,,
138,"MJV14-17-BIO-VT-10,-3-4J",1,18,35.231963,-115.793695,,,Lauren Yang,999-9076,Live plant,,,Mormon Tea ,Ephedraceae,Ephedra viridis,3,TNTC,5,Mormon tea,,
139,"MJV14-17-BIO-VT-10,-3-4J",1,18,35.231963,-115.793695,,,Lauren Yang,999-9076,Live plant,,,California Buckwheat ,Polygonaceae,Eriogonum fasciculatum,1,TNTC,5,California buckwheat,,
140,"MJV14-17-BIO-VT-10,-3-4J",1,18,35.231963,-115.793695,,,Lauren Yang,999-9076,Live plant,,,Spiky top,Null,Null,3,TNTC,5,Spiky top unknown,,
141,"MJV14-17-BIO-VT-10,-3-4J",1,18,35.231963,-115.793695,,,Lauren Yang,999-9076,Live plant,,,Wheat top grass,Poaceae,Null,TNTC,TNTC,5,Wheat top grass,,
142,"MJV14-17-BIO-VT-10,-3-4J",1,18,35.231963,-115.793695,,,Lauren Yang,999-9076,Live plant,,,Mojave Yucca,Agavaceae,Yucca schidigera,1,TNTC,5,Mojave yucca,12,
143,"MJV14-17-BIO-VT-10,-3-5A",1,19,35.232029,-115.793579,,,Lauren Yang,999-9078,Live plant,,,Mormon Tea ,Ephedraceae,Ephedra viridis,1,TNTC,5,Mormon tea,,
144,"MJV14-17-BIO-VT-10,-3-5A",1,19,35.232029,-115.793579,,,Lauren Yang,999-9078,Live plant,,,California Buckwheat ,Polygonaceae,Eriogonum fasciculatum,1,TNTC,5,California buckwheat,,
145,"MJV14-17-BIO-VT-10,-3-5A",1,19,35.232029,-115.793579,,,Lauren Yang,999-9078,Live plant,,,Barrel Cactus,Cactaceae,Ferocactus cylindraceus,3,TNTC,5,Barrel cactus,,
146,"MJV14-17-BIO-VT-10,-3-5A",1,19,35.232029,-115.793579,,,Lauren Yang,999-9078,Live plant,,,Wheat top grass,Poaceae,Null,TNTC,TNTC,5,Wheat top grass,,
147,"MJV14-17-BIO-VT-10,-3-5A",1,19,35.232029,-115.793579,,,Lauren Yang,999-9078,Live plant,,,Mojave Yucca,Agavaceae,Yucca schidigera,6,TNTC,5,Mojave yucca,12,
148,"MJV14-17-BIO-VT-10,-3-5B",1,20,35.232065,-115.793654,,,Lauren Yang,999-9081,Gravel,,,Hedgehog Cactus,Cactaceae,Echinocereus engelmannii,1,TNTC,6,Hedgehog cactus,,
149,"MJV14-17-BIO-VT-10,-3-5B",1,20,35.232065,-115.793654,,,Lauren Yang,999-9081,Gravel,,,Mormon Tea ,Ephedraceae,Ephedra viridis,1,TNTC,6,Mormon tea,,
150,"MJV14-17-BIO-VT-10,-3-5B",1,20,35.232065,-115.793654,,,Lauren Yang,999-9081,Gravel,,,California Buckwheat ,Polygonaceae,Eriogonum fasciculatum,2,TNTC,6,California buckwheat,,
151,"MJV14-17-BIO-VT-10,-3-5B",1,20,35.232065,-115.793654,,,Lauren Yang,999-9081,Gravel,,,Desert Trumpet,Polygonaceae,Eriogonum inflatum,2,TNTC,6,Desert trumpet,,
152,"MJV14-17-BIO-VT-10,-3-5B",1,20,35.232065,-115.793654,,,Lauren Yang,999-9081,Gravel,,,Barrel Cactus,Cactaceae,Ferocactus cylindraceus,2,TNTC,6,Barrel cactus,,
153,"MJV14-17-BIO-VT-10,-3-5B",1,20,35.232065,-115.793654,,,Lauren Yang,999-9081,Gravel,,,Wheat top grass,Poaceae,Null,TNTC,TNTC,6,Wheat top grass,,
154,"MJV14-17-BIO-VT-10,-3-5C",1,21,35.232085,-115.793802,,,Lauren Yang,999-9082,Gravel,,,White Bursage,Asteraceae,Ambrosia dumosa,1,TNTC,4,White bursage,,
155,"MJV14-17-BIO-VT-10,-3-5C",1,21,35.232085,-115.793802,,,Lauren Yang,999-9082,Gravel,,,Red Brome,Poaceae,Bromus madritensis ssp. rubens,TNTC,TNTC,4,Red Brome,,
156,"MJV14-17-BIO-VT-10,-3-5C",1,21,35.232085,-115.793802,,,Lauren Yang,999-9082,Gravel,,,Mormon Tea ,Ephedraceae,Ephedra viridis,1,TNTC,4,Mormon tea,,
157,"MJV14-17-BIO-VT-10,-3-5C",1,21,35.232085,-115.793802,,,Lauren Yang,999-9082,Gravel,,,Creosote Bush,Zygophyllaceae,Larrea tridentada,1,TNTC,4,Creosote bush,,
158,"MJV14-17-BIO-VT-10,-3-5D",1,22,35.232089,-115.793949,,,Lauren Yang,999-9084,Live plant,,,White Bursage,Asteraceae,Ambrosia dumosa,1,5,5,White bursage,,
159,"MJV14-17-BIO-VT-10,-3-5D",1,22,35.232089,-115.793949,,,Lauren Yang,999-9084,Live plant,,,Buckhorn Cholla,Cactaceae,Cylindropuntia acanthocarpa,1,5,5,Buckhorn cholla,,
160,"MJV14-17-BIO-VT-10,-3-5D",1,22,35.232089,-115.793949,,,Lauren Yang,999-9084,Live plant,,,California Buckwheat ,Polygonaceae,Eriogonum fasciculatum,1,5,5,California buckwheat,,
161,"MJV14-17-BIO-VT-10,-3-5D",1,22,35.232089,-115.793949,,,Lauren Yang,999-9084,Live plant,,,Fuzzy tops,Null,Null,1,5,5,Fuzzy top grass,,
162,"MJV14-17-BIO-VT-10,-3-5D",1,22,35.232089,-115.793949,,,Lauren Yang,999-9084,Live plant,,,Wheat top grass,Poaceae,Null,1,5,5,Wheat top grass,,
163,"MJV14-17-BIO-VT-10,-3-5E",1,23,35.232084,-115.794017,,,Lauren Yang,999-9086,Live plant,,,Mormon Tea ,Ephedraceae,Ephedra viridis,1,4,4,Mormon tea,,
164,"MJV14-17-BIO-VT-10,-3-5E",1,23,35.232084,-115.794017,,,Lauren Yang,999-9086,Live plant,,,California Buckwheat ,Polygonaceae,Eriogonum fasciculatum,1,4,4,California buckwheat,,
165,"MJV14-17-BIO-VT-10,-3-5E",1,23,35.232084,-115.794017,,,Lauren Yang,999-9086,Live plant,,,Beavertail Cactus,Cactaceae,Opuntia basilaris,1,4,4,Beavertail cactus,,
166,"MJV14-17-BIO-VT-10,-3-5E",1,23,35.232084,-115.794017,,,Lauren Yang,999-9086,Live plant,,,Wheat top grass,Poaceae,Null,1,4,4,Wheat top grass,,
167,"MJV14-17-BIO-VT-10,-3-5F",1,24,35.232085,-115.794166,,,Lauren Yang,999-9087,Live plant,,,Mormon Tea ,Ephedraceae,Ephedra viridis,6,TNTC,4,Mormon tea,,
168,"MJV14-17-BIO-VT-10,-3-5F",1,24,35.232085,-115.794166,,,Lauren Yang,999-9087,Live plant,,,Barrel Cactus,Cactaceae,Ferocactus cylindraceus,2,TNTC,4,Barrel cactus,,
169,"MJV14-17-BIO-VT-10,-3-5F",1,24,35.232085,-115.794166,,,Lauren Yang,999-9087,Live plant,,,Fuzzy tops,Null,Null,TNTC,TNTC,4,Fuzzy top grass,,
170,"MJV14-17-BIO-VT-10,-3-5F",1,24,35.232085,-115.794166,,,Lauren Yang,999-9087,Live plant,,,Wheat top grass,Poaceae,Null,TNTC,TNTC,4,Wheat top grass,,
171,"MJV14-17-BIO-VT-10,-3-5G",1,25,35.232058,-115.794339,,,Lauren Yang,999-9088,Live plant,,,Mojave Rabbitbush,Asteraceae,Ericameria paniculata,1,TNTC,3,Mojave rabbitbush,,
172,"MJV14-17-BIO-VT-10,-3-5G",1,25,35.232058,-115.794339,,,Lauren Yang,999-9088,Live plant,,,Anderson Thornbush,Solanaceae,Lycium andersonii,1,TNTC,3,Anderson thornbush,,
173,"MJV14-17-BIO-VT-10,-3-5G",1,25,35.232058,-115.794339,,,Lauren Yang,999-9090,Live plant,,,Wheat top grass,Poaceae,Null,TNTC,TNTC,3,Wheat top grass,,
174,"MJV14-17-BIO-VT-10,-3-5H",1,26,35.232076,-115.794412,,,Lauren Yang,999-9091,Gravel,,,Hedgehog Cactus,Cactaceae,Echinocereus engelmannii,1,TNTC,4,Hedgehog cactus,,
175,"MJV14-17-BIO-VT-10,-3-5H",1,26,35.232076,-115.794412,,,Lauren Yang,999-9091,Gravel,,,California Buckwheat ,Polygonaceae,Eriogonum fasciculatum,1,TNTC,4,California buckwheat,,
176,"MJV14-17-BIO-VT-10,-3-5H",1,26,35.232076,-115.794412,,,Lauren Yang,999-9091,Gravel,,,Anderson Thornbush,Solanaceae,Lycium andersonii,1,TNTC,4,Anderson thornbush,,
177,"MJV14-17-BIO-VT-10,-3-5H",1,26,35.232076,-115.794412,,,Lauren Yang,999-9091,Gravel,,,Wheat top grass,Poaceae,Null,TNTC,TNTC,4,Wheat top grass,,
178,"MJV14-17-BIO-VT-10,-3-5I",1,27,35.232046,-115.794544,,,Lauren Yang,999-9092,Live plant,,,Mormon Tea ,Ephedraceae,Ephedra viridis,1,TNTC,4,Mormon tea,,
179,"MJV14-17-BIO-VT-10,-3-5I",1,27,35.232046,-115.794544,,,Lauren Yang,999-9092,Live plant,,,Fuzzy tops,Null,Null,2,TNTC,4,Fuzzy top grass,,
180,"MJV14-17-BIO-VT-10,-3-5I",1,27,35.232046,-115.794544,,,Lauren Yang,999-9092,Live plant,,,Anderson Thornbush,Solanaceae,Lycium andersonii,2,TNTC,4,Anderson thornbush,,
181,"MJV14-17-BIO-VT-10,-3-5I",1,27,35.232046,-115.794544,,,Lauren Yang,999-9092,Live plant,,,Wheat top grass,Poaceae,Null,TNTC,TNTC,4,Wheat top grass,,
182,"MJV14-17-BIO-VT-10,-3-5J",1,28,35.23204,-115.794652,,,Lauren Yang,999-9093,Gravel,,,Pencil Cholla,Cactaceae,Cylindropuntia ramosissima,1,4,4,Pencil cholla,,
183,"MJV14-17-BIO-VT-10,-3-5J",1,28,35.23204,-115.794652,,,Lauren Yang,999-9093,Gravel,,,California Buckwheat ,Polygonaceae,Eriogonum fasciculatum,1,4,4,California buckwheat,,
184,"MJV14-17-BIO-VT-10,-3-5J",1,28,35.23204,-115.794652,,,Lauren Yang,999-9093,Gravel,,,Anderson Thornbush,Solanaceae,Lycium andersonii,1,4,4,Anderson thornbush,,
185,"MJV14-17-BIO-VT-10,-3-5J",1,28,35.23204,-115.794652,,,Lauren Yang,999-9093,Gravel,,,Mojave Yucca,Agavaceae,Yucca schidigera,1,4,4,Mojave yucca,12,
186,"MJV14-17-BIO-VT-10,-3-6A",1,29,35.232167,-115.793579,,,Lauren Yang,999-9127,Gravel,,,Pencil Cholla,Cactaceae,Cylindropuntia ramosissima,1,TNTC,4,Pencil cholla,,
187,"MJV14-17-BIO-VT-10,-3-6A",1,29,35.232167,-115.793579,,,Lauren Yang,999-9127,Gravel,,,Mormon Tea ,Ephedraceae,Ephedra viridis,2,TNTC,4,Mormon tea,,
188,"MJV14-17-BIO-VT-10,-3-6A",1,29,35.232167,-115.793579,,,Lauren Yang,999-9128,Gravel,,,California Buckwheat ,Polygonaceae,Eriogonum fasciculatum,1,TNTC,4,California buckwheat,,
189,"MJV14-17-BIO-VT-10,-3-6A",1,29,35.232167,-115.793579,,,Lauren Yang,999-9127,Gravel,,,Wheat top grass,Poaceae,Null,TNTC,TNTC,4,Wheat top grass,,
190,"MJV14-17-BIO-VT-10,-3-6B",1,30,35.232161,-115.793744,,,Lauren Yang,999-9129,Gravel,,,White Bursage,Asteraceae,Ambrosia dumosa,1,TNTC,7,White bursage,,
191,"MJV14-17-BIO-VT-10,-3-6B",1,30,35.232161,-115.793744,,,Lauren Yang,999-9129,Gravel,,,Hedgehog Cactus,Cactaceae,Echinocereus engelmannii,1,TNTC,7,Hedgehog cactus,,
192,"MJV14-17-BIO-VT-10,-3-6B",1,30,35.232161,-115.793744,,,Lauren Yang,999-9129,Gravel,,,Mormon Tea ,Ephedraceae,Ephedra viridis,1,TNTC,7,Mormon tea,,
193,"MJV14-17-BIO-VT-10,-3-6B",1,30,35.232161,-115.793744,,,Lauren Yang,999-9130/32,Gravel,,,California Buckwheat ,Polygonaceae,Eriogonum fasciculatum,1,TNTC,7,California buckwheat,,
194,"MJV14-17-BIO-VT-10,-3-6B",1,30,35.232161,-115.793744,,,Lauren Yang,999-9129,Gravel,,,Barrel Cactus,Cactaceae,Ferocactus cylindraceus,1,TNTC,7,Barrel cactus,,
195,"MJV14-17-BIO-VT-10,-3-6B",1,30,35.232161,-115.793744,,,Lauren Yang,999-9135,Gravel,,,Fuzzy tops,Null,Null,1,TNTC,7,Fuzzy top grass,,
196,"MJV14-17-BIO-VT-10,-3-6B",1,30,35.232161,-115.793744,,,Lauren Yang,999-9129,Gravel,,,Wheat top grass,Poaceae,Null,TNTC,TNTC,7,Wheat top grass,,
197,"MJV14-17-BIO-VT-10,-3-6B",1,30,35.232161,-115.793744,,,Lauren Yang,999-9129,Gravel,,,Mojave Yucca,Agavaceae,Yucca schidigera,5,TNTC,7,Mojave yucca,12,
198,"MJV14-17-BIO-VT-10,-3-6C",1,31,35.232175,-115.793867,,,Lauren Yang,999-9134,Dead plant,,,Mormon Tea ,Ephedraceae,Ephedra viridis,2,11,2,Mormon tea,,
199,"MJV14-17-BIO-VT-10,-3-6C",1,31,35.232175,-115.793867,,,Lauren Yang,999-9134,Dead plant,,,Mojave Yucca,Agavaceae,Yucca schidigera,9,11,2,Mojave yucca,12,
200,"MJV14-17-BIO-VT-10,-3-6D",1,32,35.232208,-115.793937,,,Lauren Yang,999-9138,Gravel,,,White Bursage,Asteraceae,Ambrosia dumosa,1,2,2,White bursage,,
201,"MJV14-17-BIO-VT-10,-3-6D",1,32,35.232208,-115.793937,,,Lauren Yang,999-9138,Gravel,,,Mojave Rabbitbush,Asteraceae,Ericameria paniculata,1,2,2,Mojave rabbitbush,,
202,"MJV14-17-BIO-VT-10,-3-6E",1,33,35.232207,-115.79405,,,Lauren Yang,999-9139,Dead plant,,,Cottontop Cactus,Cactaceae,Echinocactus polycephalus,1,TNTC,6,Cottontop cactus,,
203,"MJV14-17-BIO-VT-10,-3-6E",1,33,35.232207,-115.79405,,,Lauren Yang,999-9139,Dead plant,,,Mormon Tea ,Ephedraceae,Ephedra viridis,2,TNTC,6,Mormon tea,,
204,"MJV14-17-BIO-VT-10,-3-6E",1,33,35.232207,-115.79405,,,Lauren Yang,999-9139,Dead plant,,,Mojave Rabbitbush,Asteraceae,Ericameria paniculata,1,TNTC,6,Mojave rabbitbush,,
205,"MJV14-17-BIO-VT-10,-3-6E",1,33,35.232207,-115.79405,,,Lauren Yang,999-9139,Dead plant,,,Barrel Cactus,Cactaceae,Ferocactus cylindraceus,1,TNTC,6,Barrel cactus,,
206,"MJV14-17-BIO-VT-10,-3-6E",1,33,35.232207,-115.79405,,,Lauren Yang,999-9139,Dead plant,,,Wheat top grass,Poaceae,Null,TNTC,TNTC,6,Wheat top grass,,
207,"MJV14-17-BIO-VT-10,-3-6E",1,33,35.232207,-115.79405,,,Lauren Yang,999-9139,Dead plant,,,Mojave Yucca,Agavaceae,Yucca schidigera,1,TNTC,6,Mojave yucca,12,
208,"MJV14-17-BIO-VT-10,-3-6F",1,34,35.232187,-115.794142,,,Lauren Yang,999-9141,Gravel,,,Buckhorn Cholla,Cactaceae,Cylindropuntia acanthocarpa,1,TNTC,3,Buckhorn cholla,,
209,"MJV14-17-BIO-VT-10,-3-6F",1,34,35.232187,-115.794142,,,Lauren Yang,999-9141,Gravel,,,Mormon Tea ,Ephedraceae,Ephedra viridis,1,TNTC,3,Mormon tea,,
210,"MJV14-17-BIO-VT-10,-3-6F",1,34,35.232187,-115.794142,,,Lauren Yang,999-9141,Gravel,,,Wheat top grass,Poaceae,Null,TNTC,TNTC,3,Wheat top grass,,
211,"MJV14-17-BIO-VT-10,-3-6G",1,35,35.232174,-115.794163,,,Lauren Yang,999-9143,Gravel,,,Mulefat,Asteraceae,Baccharis salicina,1,5,5,Mulefat,,
212,"MJV14-17-BIO-VT-10,-3-6G",1,35,35.232174,-115.794163,,,Lauren Yang,999-9143,Gravel,,,Pencil Cholla,Cactaceae,Cylindropuntia ramosissima,1,5,5,Pencil cholla,,
213,"MJV14-17-BIO-VT-10,-3-6G",1,35,35.232174,-115.794163,,,Lauren Yang,999-9143,Gravel,,,Mormon Tea ,Ephedraceae,Ephedra viridis,1,5,5,Mormon tea,,
214,"MJV14-17-BIO-VT-10,-3-6G",1,35,35.232174,-115.794163,,,Lauren Yang,999-9143,Gravel,,,Anderson Thornbush,Solanaceae,Lycium andersonii,1,5,5,Anderson thornbush,,
215,"MJV14-17-BIO-VT-10,-3-6G",1,35,35.232174,-115.794163,,,Lauren Yang,999-9143,Gravel,,,Beavertail Cactus,Cactaceae,Opuntia basilaris,1,5,5,Beavertail cactus,,
216,"MJV14-17-BIO-VT-10,-3-6H",1,36,35.232177,-115.794264,,,Lauren Yang,999-9144,Gravel,,,Mulefat,Asteraceae,Baccharis salicina,4,TNTC,6,Mulefat,,
217,"MJV14-17-BIO-VT-10,-3-6H",1,36,35.232177,-115.794264,,,Lauren Yang,999-9144,Gravel,,,California Cholla,Cactaceae,Cylindropuntia californica,1,TNTC,6,California cholla,,
218,"MJV14-17-BIO-VT-10,-3-6H",1,36,35.232177,-115.794264,,,Lauren Yang,999-9144,Gravel,,,Mormon Tea ,Ephedraceae,Ephedra viridis,1,TNTC,6,Mormon tea,,
219,"MJV14-17-BIO-VT-10,-3-6H",1,36,35.232177,-115.794264,,,Lauren Yang,999-9145/46,Gravel,,,Thick bladed grass,Poaceae,Null,TNTC,TNTC,6,Thick bladed grass,,
220,"MJV14-17-BIO-VT-10,-3-6H",1,36,35.232177,-115.794264,,,Lauren Yang,999-9144,Gravel,,,Wheat top grass,Poaceae,Null,TNTC,TNTC,6,Wheat top grass,,
221,"MJV14-17-BIO-VT-10,-3-6I",1,37,35.232167,-115.794533,,,Lauren Yang,999-9147,Live plant,,,Mulefat,Asteraceae,Baccharis salicina,3,TNTC,3,Mulefat,,
222,"MJV14-17-BIO-VT-10,-3-6I",1,37,35.232167,-115.794533,,,Lauren Yang,999-9147,Live plant,,,Beavertail Cactus,Cactaceae,Opuntia basilaris,1,TNTC,3,Beavertail cactus,,
223,"MJV14-17-BIO-VT-10,-3-6I",1,37,35.232167,-115.794533,,,Lauren Yang,999-9147,Live plant,,,Wheat top grass,Poaceae,Null,TNTC,TNTC,3,Wheat top grass,,
224,"MJV14-17-BIO-VT-10,-3-6J",1,38,35.232145,-115.794653,,,Lauren Yang,999-9148,Live plant,,,Pencil Cholla,Cactaceae,Cylindropuntia ramosissima,1,TNTC,7,Pencil cholla,,
225,"MJV14-17-BIO-VT-10,-3-6J",1,38,35.232145,-115.794653,,,Lauren Yang,999-9148,Live plant,,,Hedgehog Cactus,Cactaceae,Echinocereus engelmannii,4,TNTC,7,Hedgehog cactus,,
226,"MJV14-17-BIO-VT-10,-3-6J",1,38,35.232145,-115.794653,,,Lauren Yang,999-9148,Live plant,,,Mormon Tea ,Ephedraceae,Ephedra viridis,1,TNTC,7,Mormon tea,,
227,"MJV14-17-BIO-VT-10,-3-6J",1,38,35.232145,-115.794653,,,Lauren Yang,999-9148,Live plant,,,California Buckwheat ,Polygonaceae,Eriogonum fasciculatum,1,TNTC,7,California buckwheat,,
228,"MJV14-17-BIO-VT-10,-3-6J",1,38,35.232145,-115.794653,,,Lauren Yang,999-9148,Live plant,,,Desert Trumpet,Polygonaceae,Eriogonum inflatum,2,TNTC,7,Desert trumpet,,
229,"MJV14-17-BIO-VT-10,-3-6J",1,38,35.232145,-115.794653,,,Lauren Yang,999-9148,Live plant,,,Beavertail Cactus,Cactaceae,Opuntia basilaris,1,TNTC,7,Beavertail cactus,,
230,"MJV14-17-BIO-VT-10,-3-6J",1,38,35.232145,-115.794653,,,Lauren Yang,999-9148,Live plant,,,Wheat top grass,Poaceae,Null,TNTC,TNTC,7,Wheat top grass,,
231,"MJV14-17-BIO-VT-10,-3-7A",1,39,35.232241,-115.794642,,,Lauren Yang,999-9163,Dead plant,,,Anemopsis californica,Saururaceae,Anemopsis,2,6,3,Yerba mansa,,
232,"MJV14-17-BIO-VT-10,-3-7A",1,39,35.232241,-115.794642,,,Lauren Yang,999-9163,Dead plant,,,Mulefat,Asteraceae,Baccharis salicina,3,6,3,Mulefat,,
233,"MJV14-17-BIO-VT-10,-3-7A",1,39,35.232241,-115.794642,,,Lauren Yang,999-9163,Dead plant,,,Hedgehog Cactus,Cactaceae,Echinocereus engelmannii,1,6,3,Hedgehog cactus,,
234,"MJV14-17-BIO-VT-10,-3-7B",1,40,35.232245,-115.794468,,,Lauren Yang,999-9164,Live plant,,,Buckhorn Cholla,Cactaceae,Cylindropuntia acanthocarpa,1,TNTC,4,Buckhorn cholla,,
235,"MJV14-17-BIO-VT-10,-3-7B",1,40,35.232245,-115.794468,,,Lauren Yang,999-9164,Live plant,,,Pencil Cholla,Cactaceae,Cylindropuntia ramosissima,1,TNTC,4,Pencil cholla,,
236,"MJV14-17-BIO-VT-10,-3-7B",1,40,35.232245,-115.794468,,,Lauren Yang,999-9164,Live plant,,,Mormon Tea ,Ephedraceae,Ephedra viridis,1,TNTC,4,Mormon tea,,
237,"MJV14-17-BIO-VT-10,-3-7B",1,40,35.232245,-115.794468,,,Lauren Yang,999-9164,Live plant,,,Wheat top grass,Poaceae,Null,TNTC,TNTC,4,Wheat top grass,,
238,"MJV14-17-BIO-VT-10,-3-7C",1,41,35.232249,-115.794328,,,Lauren Yang,999-9165,Gravel,,,White Bursage,Asteraceae,Ambrosia dumosa,2,6,3,White bursage,,
239,"MJV14-17-BIO-VT-10,-3-7C",1,41,35.232249,-115.794328,,,Lauren Yang,999-9165,Gravel,,,Low Woollygrass,Poaceae,Dasyochloa pulchella,3,6,3,Low woollygrass,,
240,"MJV14-17-BIO-VT-10,-3-7C",1,41,35.232249,-115.794328,,,Lauren Yang,999-9165,Gravel,,,Mormon Tea ,Ephedraceae,Ephedra viridis,1,6,3,Mormon tea,,
241,"MJV14-17-BIO-VT-10,-3-7D",1,42,35.23226,-115.7942,,,Lauren Yang,999-9166,Live plant,,,Wheat top grass,Poaceae,Null,TNTC,TNTC,2,Wheat top grass,,
242,"MJV14-17-BIO-VT-10,-3-7D",1,42,35.23226,-115.7942,,,Lauren Yang,999-9166,Live plant,,,Mojave Yucca,Agavaceae,Yucca schidigera,5,TNTC,2,Mojave yucca,12,
243,"MJV14-17-BIO-VT-10,-3-7E",1,43,35.232287,-115.79409,,,Lauren Yang,999-9167,Live plant,,,White Bursage,Asteraceae,Ambrosia dumosa,2,TNTC,5,White bursage,,
244,"MJV14-17-BIO-VT-10,-3-7E",1,43,35.232287,-115.79409,,,Lauren Yang,999-9167,Live plant,,,Mormon Tea ,Ephedraceae,Ephedra viridis,1,TNTC,5,Mormon tea,,
245,"MJV14-17-BIO-VT-10,-3-7E",1,43,35.232287,-115.79409,,,Lauren Yang,999-9167,Live plant,,,Barrel Cactus,Cactaceae,Ferocactus cylindraceus,1,TNTC,5,Barrel cactus,,
246,"MJV14-17-BIO-VT-10,-3-7E",1,43,35.232287,-115.79409,,,Lauren Yang,999-9167,Live plant,,,Fuzzy tops,Null,Null,TNTC,TNTC,5,Fuzzy top grass,,
247,"MJV14-17-BIO-VT-10,-3-7E",1,43,35.232287,-115.79409,,,Lauren Yang,999-9167,Live plant,,,Wheat top grass,Poaceae,Null,TNTC,TNTC,5,Wheat top grass,,
248,"MJV14-17-BIO-VT-10,-3-7F",1,44,35.232275,-115.793916,,,Lauren Yang,999-9168,Live plant,,,California Buckwheat ,Polygonaceae,Eriogonum fasciculatum,1,5,4,California buckwheat,,
249,"MJV14-17-BIO-VT-10,-3-7F",1,44,35.232275,-115.793916,,,Lauren Yang,999-9168,Live plant,,,Creosote Bush,Zygophyllaceae,Larrea tridentada,1,5,4,Creosote bush,,
250,"MJV14-17-BIO-VT-10,-3-7F",1,44,35.232275,-115.793916,,,Lauren Yang,999-9168,Live plant,,,Anderson Thornbush,Solanaceae,Lycium andersonii,1,5,4,Anderson thornbush,,
251,"MJV14-17-BIO-VT-10,-3-7F",1,44,35.232275,-115.793916,,,Lauren Yang,999-9168,Live plant,,,Mojave Yucca,Agavaceae,Yucca schidigera,2,5,4,Mojave yucca,12,
252,"MJV14-17-BIO-VT-10,-3-7G",1,45,35.232252,-115.793815,,,Lauren Yang,999-9169,Gravel,,,White Bursage,Asteraceae,Ambrosia dumosa,1,3,3,White bursage,,
253,"MJV14-17-BIO-VT-10,-3-7G",1,45,35.232252,-115.793815,,,Lauren Yang,999-9169,Gravel,,,Mulefat,Asteraceae,Baccharis salicina,1,3,3,Mulefat,,
254,"MJV14-17-BIO-VT-10,-3-7G",1,45,35.232252,-115.793815,,,Lauren Yang,999-9169,Gravel,,,Mormon Tea ,Ephedraceae,Ephedra viridis,1,3,3,Mormon tea,,
255,"MJV14-17-BIO-VT-10,-3-7H",1,46,35.232264,-115.793696,,,Lauren Yang,999-9170,Live plant,,,White Bursage,Asteraceae,Ambrosia dumosa,1,5,4,White bursage,,
256,"MJV14-17-BIO-VT-10,-3-7H",1,46,35.232264,-115.793696,,,Lauren Yang,999-9170,Live plant,,,Mormon Tea ,Ephedraceae,Ephedra viridis,1,5,4,Mormon tea,,
