Object_ID,Observation #,GPS #,Waypoint #,Latitude,Longitude,Team,Photo_ID,Cover Class,Average_Slope,Common Name,Family,Genius_Species,Number,Total_Vascular_No_Grasses,Number_Unique,Abstract_Notes,Correct ID?,Notes,,,,,,,,,
116,"MJV4-15-BIO-VT-6,5-6D",2,213,35.238511,-115.798154,Rodriquez/Baughman,"6,5-6D",Gravel,N/A,Low woollygrass,Poaceae,Dasyochloa pulchella,3,,,Low Woollygrass,Y,,,,,,,,,,
117,"MJV4-15-BIO-VT-6,5-6D",2,213,35.238511,-115.798154,Rodriquez/Baughman,"6,5-6D",Gravel,N/A,Mojave popcorn flower,Boraginaceae,Plagiobothrys jonesii,1,,,Desert Popcorn,Y,,,,,,,,,,
118,"MJV4-15-BIO-VT-6,5-6E",2,214,35.238546,-115.798132,Rodriquez/Baughman,"6,5-6E",Gravel,N/A,Grass,Poaceae,Grass,41,,,Red brome?,,,,,,,,,,,
119,"MJV4-15-BIO-VT-6,5-6E",2,214,35.238546,-115.798132,Rodriquez/Baughman,"6,5-6E",Gravel,N/A,Mojave popcorn flower,Boraginaceae,Plagiobothrys jonesii,1,,,Desert Popcorn,Y,,,,,,,,,,
120,"MJV4-15-BIO-VT-6,5-6E",2,214,35.238546,-115.798132,Rodriquez/Baughman,"6,5-6E",Gravel,N/A,Strigose lotus,Fabaceae,Acmispon strigosus,1,,,Strigose Lotus,Y,Unknown 22A,,,,,,,,,
121,"MJV4-15-BIO-VT-6,5-6E",2,214,35.238546,-115.798132,Rodriquez/Baughman,"6,5-6E",Gravel,N/A,Low woollygrass,Poaceae,Dasyochloa pulchella,2,,,Low Woollygrass,Y,,,,,,,,,,
122,"MJV4-15-BIO-VT-6,5-6F",2,215,35.238560,-115.798103,Rodriquez/Baughman,"6,5-6F",Gravel,N/A,Grass,Poaceae,Grass,5,,,Red brome?,,,,,,,,,,,
123,"MJV4-15-BIO-VT-6,5-6F",2,215,35.238560,-115.798103,Rodriquez/Baughman,"6,5-6F",Gravel,N/A,Beavertail cactus,Cactaceae,Opuntia basilaris,1,,,Beavertail Cactus,Y,,,,,,,,,,
124,"MJV4-15-BIO-VT-6,5-6F",2,215,35.238560,-115.798103,Rodriquez/Baughman,"6,5-6F",Gravel,N/A,Lichen,Parmeliaceae,Bryoria,,,,"black, brown, white",,,,,,,,,,,
125,"MJV4-15-BIO-VT-6,5-6F",2,215,35.238560,-115.798103,Rodriquez/Baughman,"6,5-6F",Gravel,N/A,Desert plantain,Plantaginaceae,Plantago ovata,1,,,"small, long blades, whitish tint but smooth, not hairy. 4 stems, one long with dry flower buds forming flowers, w hite, buds = purple",,,,,,,,,,,
126,"MJV4-15-BIO-VT-6,5-6F",2,215,35.238560,-115.798103,Rodriquez/Baughman,"6,5-6F",Gravel,N/A,Low woollygrass,Poaceae,Dasyochloa pulchella,2,,,Low Woollygrass,Y,Unknown 25A,,,,,,,,,
127,"MJV4-15-BIO-VT-6,5-6G",2,216,35.238595,-115.798040,Rodriquez/Baughman,"6,5-6G",Rock,N/A,Barrel cactus,Cactaceae,Ferocactus cylindraceus,1,,,,,,,,,,,,,,
128,"MJV4-15-BIO-VT-6,5-6G",2,216,35.238595,-115.798040,Rodriquez/Baughman,"6,5-6G",Rock,N/A,Grass,Poaceae,Grass,10,,,Red brome?,,,,,,,,,,,
129,"MJV4-15-BIO-VT-6,5-6G",2,216,35.238595,-115.798040,Rodriquez/Baughman,"6,5-6G",Rock,N/A,Desert trumpet,Polygonaceae,Eriogonum inflatum,1,,,"Desert Trumpet, baby",Y,,,,,,,,,,
130,"MJV4-15-BIO-VT-6,5-6G",2,216,35.238595,-115.798040,Rodriquez/Baughman,"6,5-6G",Rock,N/A,Mojave popcorn flower,Boraginaceae,Plagiobothrys jonesii,2,,,Desert Popcorn,Y,,,,,,,,,,
131,"MJV4-15-BIO-VT-6,5-6G",2,216,35.238595,-115.798040,Rodriquez/Baughman,"6,5-6G",Rock,N/A,Low woollygrass,Poaceae,Dasyochloa pulchella,1,,,Low Woollygrass,Y,,,,,,,,,,
132,"MJV4-15-BIO-VT-6,5-6H",2,217,35.238624,-115.797993,Rodriquez/Baughman,"6,5-6H",Gravel,N/A,Hedgehog cactus,Cactaceae,Echinocereus engelmannii,1,,,Hedgehog Cactus,Y,,,,,,,,,,
133,"MJV4-15-BIO-VT-6,5-6H",2,217,35.238624,-115.797993,Rodriquez/Baughman,"6,5-6H",Gravel,N/A,Pencil cholla,Cactaceae,Cylindropuntia ramosissima,1,,,Pencil Cholla,,,,,,,,,,,
134,"MJV4-15-BIO-VT-6,5-6H",2,217,35.238624,-115.797993,Rodriquez/Baughman,"6,5-6H",Gravel,N/A,White bursage,Asteraceae,Ambrosia dumosa,1,,,"Mustard Shrub, smells",Y,,,,,,,,,,
135,"MJV4-15-BIO-VT-6,5-6H",2,217,35.238624,-115.797993,Rodriquez/Baughman,"6,5-6H",Gravel,N/A,Mormon tea,Ephedraceae,Ephedra viridis,1,,,Mormon Tea,Y,,,,,,,,,,
136,"MJV4-15-BIO-VT-6,5-6H",2,217,35.238624,-115.797993,Rodriquez/Baughman,"6,5-6H",Gravel,N/A,Grass,Poaceae,Grass,1,,,Red brome?,,,,,,,,,,,
137,"MJV4-15-BIO-VT-6,5-6H",2,217,35.238624,-115.797993,Rodriquez/Baughman,"6,5-6H",Gravel,N/A,Strigose lotus,Fabaceae,Acmispon strigosus,1,,,Strigose lotus,Y,,,,,,,,,,
138,"MJV4-15-BIO-VT-6,5-6I",2,218,35.238649,-115.797975,Rodriquez/Baughman,"6,5-6I",Live Plant,N/A,Buckhorn cholla,Cactaceae,Cylindropuntia acanthocarpa,2,,,Buckhorn Cholla,Y,,,,,,,,,,
139,"MJV4-15-BIO-VT-6,5-6I",2,218,35.238649,-115.797975,Rodriquez/Baughman,"6,5-6I",Live Plant,N/A,Mormon tea,Ephedraceae,Ephedra viridis,1,,,Mormon Tea,Y,,,,,,,,,,
140,"MJV4-15-BIO-VT-6,5-6I",2,218,35.238649,-115.797975,Rodriquez/Baughman,"6,5-6I",Live Plant,N/A,Brittlebush,Asteraceae,Encelia farinosa,1,,,Brittlebush,Y,Unknown 31A,,"Fuzzy pale green wavy spear leaves, like lambs ears, with tall yellow sunflowers.",,,,,,,
141,"MJV4-15-BIO-VT-6,5-1A",4,285,35.238758,-115.798798,"Espericueta, Rice","6,5-1A.jpg",Gravel,N/A,Hole-in-the-sand plant,Asteraceae,Nicolletia occidentalis,2,19,5,"Unknown lepidium, picture too distant to ID",N,Unknown 10,,,,,,,,,
142,"MJV4-15-BIO-VT-6,5-1A",4,285,35.238758,-115.798798,"Espericueta, Rice","6,5-1A.jpg",Gravel,N/A,Mojave popcorn flower,Boraginaceae,Plagiobothrys jonesii,2,19,5,,,,,,,,,,,,
143,"MJV4-15-BIO-VT-6,5-1A",4,285,35.238758,-115.798798,"Espericueta, Rice","6,5-1A.jpg",Gravel,N/A,Hairy leaved comb bur,Boraginaceae,Pectocarya penicillata,4,19,5,"Winged Comb Seed, tiny green plant with smooth leaves and very serrated leaves (like teeth)",Y,Unknown 18,,,,,,,,,
144,"MJV4-15-BIO-VT-6,5-1A",4,285,35.238758,-115.798798,"Espericueta, Rice","6,5-1A.jpg",Gravel,N/A,Strigose lotus,Fabaceae,Acmispon strigosus,1,19,5,Leaves at base are long and serrated. Central stem with branches coming off. These have pods at the end.,,,,,,,,,,,
145,"MJV4-15-BIO-VT-6,5-1A",4,285,35.238758,-115.798798,"Espericueta, Rice","6,5-1A.jpg",Gravel,N/A,Red brome,Poaceae,Bromus madritensis ssp. Rubens,10,19,5,Red brome?,,,,,,,,,,,
146,"MJV4-15-BIO-VT-6,5-1B",4,286,35.238776,-115.798809,"Espericueta, Rice","6,5-1B.jpg",Gravel,N/A,Grass,Poaceae,Grass,6,25,7,Unknown grass,,,,,,,,,,,
147,"MJV4-15-BIO-VT-6,5-1B",4,286,35.238776,-115.798809,"Espericueta, Rice","6,5-1B.jpg",Gravel,N/A,Red brome,Poaceae,Bromus madritensis ssp. Rubens,3,25,7,Red brome?,,,,,,,,,,,
148,"MJV4-15-BIO-VT-6,5-1B",4,286,35.238776,-115.798809,"Espericueta, Rice","6,5-1B.jpg",Gravel,N/A,Hairy leaved comb bur,Boraginaceae,Pectocarya penicillata,7,25,7,Winged Comb Seed,Y,Unknown 18,,,,,,,,,
149,"MJV4-15-BIO-VT-6,5-1B",4,286,35.238776,-115.798809,"Espericueta, Rice","6,5-1B.jpg",Gravel,N/A,Mojave popcorn flower,Boraginaceae,Plagiobothrys jonesii,5,25,7,,,,,,,,,,,,
150,"MJV4-15-BIO-VT-6,5-1B",4,286,35.238776,-115.798809,"Espericueta, Rice","6,5-1B.jpg",Gravel,N/A,Desert nest straw,Asteraceae,Stylocline micropoides,1,25,7,Desert neststraw,Y,Unknown 3,,,,,,,,,
151,"MJV4-15-BIO-VT-6,5-1B",4,286,35.238776,-115.798809,"Espericueta, Rice","6,5-1B.jpg",Gravel,N/A,Strigose lotus,Fabaceae,Acmispon strigosus,1,25,7,"Long stems, elongated fleshy leaves, elongated pods at nodes. Opposite leaves, green with yellow highlights.",,,,,,,,,,,
152,"MJV4-15-BIO-VT-6,5-1B",4,286,35.238776,-115.798809,"Espericueta, Rice","6,5-1B.jpg",Gravel,N/A,Hairy leaved comb bur,Boraginaceae,Pectocarya penicillata,2,25,7,Chuckwalla Combseed Similar to Winged Comb Seed except these stems are much longer and the serrated parts on leaves are less pronounced.,Y,Unknown 21,,,,,,,,,
153,"MJV4-15-BIO-VT-6,5-1C",4,287,35.238695,-115.798865,"Espericueta, Rice","6,5-1C.jpg",Gravel,N/A,Mojave popcorn flower,Boraginaceae,Plagiobothrys jonesii,5,46,4,,,,,,,,,,,,
154,"MJV4-15-BIO-VT-6,5-1C",4,287,35.238695,-115.798865,"Espericueta, Rice","6,5-1C.jpg",Gravel,N/A,Red brome,Poaceae,Bromus madritensis ssp. Rubens,13,46,4,Red brome?,,,,,,,,,,,
155,"MJV4-15-BIO-VT-6,5-1C",4,287,35.238695,-115.798865,"Espericueta, Rice","6,5-1C.jpg",Gravel,N/A,Hairy leaved comb bur,Boraginaceae,Pectocarya penicillata,20,46,4,Chuckwalla Combseed Similar to Winged Comb Seed except these stems are much longer and the serrated parts on leaves are less pronounced.,Y,Unknown 21,,,,,,,,,
156,"MJV4-15-BIO-VT-6,5-1C",4,287,35.238695,-115.798865,"Espericueta, Rice","6,5-1C.jpg",Gravel,N/A,Grass,Poaceae,Grass,8,46,4,,,,,,,,,,,,
157,"MJV4-15-BIO-VT-6,5-1D",4,288,35.238713,-115.798865,"Espericueta, Rice","6,5-1D.jpg",Sand,N/A,Grass,Poaceae,Grass,9,26,6,,,,,,,,,,,,
158,"MJV4-15-BIO-VT-6,5-1D",4,288,35.238713,-115.798865,"Espericueta, Rice","6,5-1D.jpg",Sand,N/A,Red brome,Poaceae,Bromus madritensis ssp. Rubens,3,26,6,,,,,,,,,,,,
159,"MJV4-15-BIO-VT-6,5-1D",4,288,35.238713,-115.798865,"Espericueta, Rice","6,5-1D.jpg",Sand,N/A,Mojave popcorn flower,Boraginaceae,Plagiobothrys jonesii,2,26,6,,,,,,,,,,,,
160,"MJV4-15-BIO-VT-6,5-1D",4,288,35.238713,-115.798865,"Espericueta, Rice","6,5-1D.jpg",Sand,N/A,Hairy leaved comb bur,Boraginaceae,Pectocarya penicillata,6,26,6,Chuckwalla CombseedSimilar to Winged Comb Seed except these stems are much longer and the serrated parts on leaves are less pronounced.,Y,Unknown 21,,,,,,,,,
161,"MJV4-15-BIO-VT-6,5-1D",4,288,35.238713,-115.798865,"Espericueta, Rice","6,5-1D.jpg",Sand,N/A,Strigose lotus,Fabaceae,Acmispon strigosus,4,26,6,"Unknown lepidium, picture too distant to ID, long stem, circular leaf toward top, longer leaves on bottom. More like pods than leaves.",N,Unknown 10,,,,,,,,,
162,"MJV4-15-BIO-VT-6,5-1D",4,288,35.238713,-115.798865,"Espericueta, Rice","6,5-1D.jpg",Sand,N/A,Teddybear cholla,Cactaceae,Cylindropuntia bigelovii,2,26,6,"Long stems, elongated fleshy leaves, elongated pods at nodes. Opposite leaves, green with yellow highlight, yellow flowers tiny",,,,,,,,,,,
163,"MJV4-15-BIO-VT-6,5-1E",4,289,35.238669,-115.798964,"Espericueta, Rice","6,5-1E.jpg",Rock,N/A,Creosote,Zygophyllaceae,Larrea tridentata,1,5,4,Creosote bush,,,,,,,,,,,
164,"MJV4-15-BIO-VT-6,5-1E",4,289,35.238669,-115.798964,"Espericueta, Rice","6,5-1E.jpg",Rock,N/A,Fremont pincushion,Asteraceae,Chaenactis fremontii,1,5,4,"Esteve pincushion, each petal looks like its own flower, white flower, long green leaves, yellow center",Y,Unknown 22,,,,,,,,,
165,"MJV4-15-BIO-VT-6,5-1E",4,289,35.238669,-115.798964,"Espericueta, Rice","6,5-1E.jpg",Rock,N/A,Hairy leaved comb bur,Boraginaceae,Pectocarya penicillata,2,5,4,Chuckwalla Combseed Similar to Winged Comb Seed except these stems are much longer and the serrated parts on leaves are less pronounced.,Y,SM,,,,,,,,,
166,"MJV4-15-BIO-VT-6,5-1E",4,289,35.238669,-115.798964,"Espericueta, Rice","6,5-1E.jpg",Rock,N/A,Little bladderpod,Brassicaceae,Physaria tenella,1,5,4,"Little Bladderpod, pods at top, lot of green leaves at base, some are spotted",Y,Unknown 23,,,,,,,,,
167,"MJV4-15-BIO-VT-6,5-1F",4,290,35.238714,-115.798920,"Espericueta, Rice","6,5-1F.jpg",Gravel,N/A,Cranesbill,Geraniaceae,Erodium cicutarium,21,27,3,Pinweed,Y,Unknown 24,,,,,,,,,
168,"MJV4-15-BIO-VT-6,5-1F",4,290,35.238714,-115.798920,"Espericueta, Rice","6,5-1F.jpg",Gravel,N/A,Cranesbill,Geraniaceae,Erodium cicutarium,4,27,3,Pinweed,Y,Unknown 24,,,,,,,,,
169,"MJV4-15-BIO-VT-6,5-1F",4,290,35.238714,-115.798920,"Espericueta, Rice","6,5-1F.jpg",Gravel,N/A,Strigose lotus,Fabaceae,Acmispon strigosus,2,27,3,"Arizona Maresfat, green fleshy opposite leaves with tiny yellow flowers",Y,Unknown 25,,,,,,,,,
170,"MJV4-15-BIO-VT-6,5-1G",4,291,35.238678,-115.798909,"Espericueta, Rice","6,5-1G.jpg",Gravel,N/A,Pencil cholla,Cactaceae,Cylindropuntia ramosissima,4,12,6,Branched Pencil Cholla,,,,,,,,,,,
171,"MJV4-15-BIO-VT-6,5-1G",4,291,35.238678,-115.798909,"Espericueta, Rice","6,5-1G.jpg",Gravel,N/A,Hairy leaved comb bur,Boraginaceae,Pectocarya penicillata,1,12,6,Chuckwalla Combseed Similar to Winged Comb Seed except these stems are much longer and the serrated parts on leaves are less pronounced.,Y,Unknown 21,,,,,,,,,
172,"MJV4-15-BIO-VT-6,5-1G",4,291,35.238678,-115.798909,"Espericueta, Rice","6,5-1G.jpg",Gravel,N/A,Mojave popcorn flower,Boraginaceae,Plagiobothrys jonesii,1,12,6,Winged Comb Seed,,,,,,,,,,,
173,"MJV4-15-BIO-VT-6,5-1G",4,291,35.238678,-115.798909,"Espericueta, Rice","6,5-1G.jpg",Gravel,N/A,Grass,Poaceae,Grass,4,12,6,Unknown grass,,,,,,,,,,,
174,"MJV4-15-BIO-VT-6,5-1G",4,291,35.238678,-115.798909,"Espericueta, Rice","6,5-1G.jpg",Gravel,N/A,Pepperweed,Brassicaceae,Lepidium densiflorum,1,12,6,"Unknown lepidium, picture too distant to ID, long stem, circular leaf toward top, longer leaves on bottom. More like pods than leaves.",N,Unknown 10,,,,,,,,,
175,"MJV4-15-BIO-VT-6,5-1H",4,292,35.238815,-115.799094,"Espericueta, Rice","6,5-1G.jpg",Gravel,N/A,Grass,Poaceae,Grass,6,6,1,Unknown grass,,,,,,,,,,,
176,"MJV4-15-BIO-VT-6,5-1I",4,293,35.238777,-115.798919,"Espericueta, Rice","6,5-1I.jpg",Gravel,N/A,Strigose lotus,Fabaceae,Acmispon strigosus,1,10,5,"Long stems, elongated fleshy leaves, elongated pods at nodes. Opposite leaves, green with yellow highlight, yellow flowers tiny",,,,,,,,,,,
177,"MJV4-15-BIO-VT-6,5-1I",4,293,35.238777,-115.798919,"Espericueta, Rice","6,5-1I.jpg",Gravel,N/A,Hairy leaved comb bur,Boraginaceae,Pectocarya penicillata,1,10,5,Chuckwalla Combseed Similar to Winged Comb Seed except these stems are much longer and the serrated parts on leaves are less pronounced.,Y,Unknown 21,,,,,,,,,
178,"MJV4-15-BIO-VT-6,5-1I",4,293,35.238777,-115.798919,"Espericueta, Rice","6,5-1I.jpg",Gravel,N/A,Desert trumpet,Polygonaceae,Eriogonum inflatum,1,10,5,Desert trumpet,,,,,,,,,,,
179,"MJV4-15-BIO-VT-6,5-1I",4,293,35.238777,-115.798919,"Espericueta, Rice","6,5-1I.jpg",Gravel,N/A,Grass,Poaceae,Grass,6,10,5,Unknown grass,,,,,,,,,,,
180,"MJV4-15-BIO-VT-6,5-1I",4,293,35.238777,-115.798919,"Espericueta, Rice","6,5-1I.jpg",Gravel,N/A,Notch-leaved phacelia,Boraginaceae,Phacelia crenulata,1,10,5,"Notch leaved phacelia (heliotrope), lush, green, leaves are palmate and opposite, flowers look caterpillar-like, purple fuzzy, in a row w/long stamens, center stem is very thick.",Y,Unknown 26,,,,,,,,,
181,"MJV4-15-BIO-VT-6,5-1J",4,294,35.238544,-115.799054,"Espericueta, Rice","6,5-1J.jpg",Gravel,N/A,Creosote,Zygophyllaceae,Larrea tridentata,1,19,6,Creosote bush,Y,,,,,,,,,,
182,"MJV4-15-BIO-VT-6,5-1J",4,294,35.238544,-115.799054,"Espericueta, Rice","6,5-1J.jpg",Gravel,N/A,Mormon tea,Ephedraceae,Ephedra viridis,1,19,6,Mormon tea,Y,,,,,,,,,,
183,"MJV4-15-BIO-VT-6,5-1J",4,294,35.238544,-115.799054,"Espericueta, Rice","6,5-1J.jpg",Gravel,N/A,Grass,Poaceae,Grass,12,19,6,Unknown grass,,,,,,,,,,,
184,"MJV4-15-BIO-VT-6,5-1J",4,294,35.238544,-115.799054,"Espericueta, Rice","6,5-1J.jpg",Gravel,N/A,Hairy leaved comb bur,Boraginaceae,Pectocarya penicillata,1,19,6,Chuckwalla Combseed Similar to Winged Comb Seed except these stems are much longer and the serrated parts on leaves are less pronounced.,Y,Unknown 21,,,,,,,,,
185,"MJV4-15-BIO-VT-6,5-1J",4,294,35.238544,-115.799054,"Espericueta, Rice","6,5-1J.jpg",Gravel,N/A,Red brome,Poaceae,Bromus madritensis ssp. Rubens,3,19,6,Red brome?,,,,,,,,,,,
186,"MJV4-15-BIO-VT-6,5-1J",4,294,35.238544,-115.799054,"Espericueta, Rice","6,5-1J.jpg",Gravel,N/A,Mojave popcorn flower,Boraginaceae,Plagiobothrys jonesii,1,19,6,Unknown popcorn,,,,,,,,,,,
187,"MJV4-15-BIO-VT-6,5-3A",4,295,35.238449,-115.798594,"Espericueta, Rice","6,5-3A.jpg",Live plant,N/A,Pencil cholla,Cactaceae,Cylindropuntia ramosissima,1,20,6,Branched pencil cholla,Y,,,,,,,,,,
188,"MJV4-15-BIO-VT-6,5-3A",4,295,35.238449,-115.798594,"Espericueta, Rice","6,5-3A.jpg",Live plant,N/A,Hedgehog cactus,Cactaceae,Echinocereus engelmannii,1,20,6,Hedgehog cactus,Y,,,,,,,,,,
189,"MJV4-15-BIO-VT-6,5-3A",4,295,35.238449,-115.798594,"Espericueta, Rice","6,5-3A.jpg",Live plant,N/A,Pepperweed,Brassicaceae,Lepidium densiflorum,1,20,6,"Unknown lepidium, picture too distant to ID, long stem, circular leaf toward top, longer leaves on bottom. More like pods than leaves.",,,,,,,,,,,
190,"MJV4-15-BIO-VT-6,5-3A",4,295,35.238449,-115.798594,"Espericueta, Rice","6,5-3A.jpg",Live plant,N/A,Mojave popcorn flower,Boraginaceae,Plagiobothrys jonesii,6,20,6,Unknown popcorn,,,,,,,,,,,
191,"MJV4-15-BIO-VT-6,5-3A",4,295,35.238449,-115.798594,"Espericueta, Rice","6,5-3A.jpg",Live plant,N/A,Pectocarya heterocarpa,Boraginaceae,Pectocarya,4,20,6,Chuckwalla Combseed Similar to Winged Comb Seed except these stems are much longer and the serrated parts on leaves are less pronounced.,Y,,,,,,,,,,
192,"MJV4-15-BIO-VT-6,5-3A",4,295,35.238449,-115.798594,"Espericueta, Rice","6,5-3A.jpg",Live plant,N/A,Grass,Poaceae,Grass,7,20,6,Unknown grass,,,,,,,,,,,
193,"MJV4-15-BIO-VT-6,5-3B",4,296,35.238630,-115.798635,"Espericueta, Rice","6,5-3B.jpg",Rock,N/A,Pepperweed,Brassicaceae,Lepidium densiflorum,4,12,5,"Unknown lepidium, picture too distant to ID, long stem, circular leaf toward top, longer leaves on bottom. More like pods than leaves.",,,,,,,,,,,
194,"MJV4-15-BIO-VT-6,5-3B",4,296,35.238630,-115.798635,"Espericueta, Rice","6,5-3B.jpg",Rock,N/A,Hairy leaved comb bur,Boraginaceae,Pectocarya penicillata,4,12,5,Chuckwalla Combseed Similar to Winged Comb Seed except these stems are much longer and the serrated parts on leaves are less pronounced.,Y,,,,,,,,,,
195,"MJV4-15-BIO-VT-6,5-3B",4,296,35.238630,-115.798635,"Espericueta, Rice","6,5-3B.jpg",Rock,N/A,Grass,Poaceae,Grass,2,12,5,Unknown grass,,,,,,,,,,,
196,"MJV4-15-BIO-VT-6,5-3B",4,296,35.238630,-115.798635,"Espericueta, Rice","6,5-3B.jpg",Rock,N/A,Red brome,Poaceae,Bromus madritensis ssp. Rubens,1,12,5,Red brome?,,,,,,,,,,,
197,"MJV4-15-BIO-VT-6,5-3B",4,296,35.238630,-115.798635,"Espericueta, Rice","6,5-3B.jpg",Rock,N/A,Mojave popcorn flower,Boraginaceae,Plagiobothrys jonesii,1,12,5,Unknown popcorn,,,,,,,,,,,
198,"MJV4-15-BIO-VT-6,5-3C",4,297,35.238778,-115.799018,"Espericueta, Rice","6,5-3C.jpg",Gravel,N/A,Hairy leaved comb bur,Boraginaceae,Pectocarya penicillata,13,22,4,Chuckwalla Combseed Similar to Winged Comb Seed except these stems are much longer and the serrated parts on leaves are less pronounced.,Y,,,,,,,,,,
199,"MJV4-15-BIO-VT-6,5-3C",4,297,35.238778,-115.799018,"Espericueta, Rice","6,5-3C.jpg",Gravel,N/A,Pepperweed,Brassicaceae,Lepidium densiflorum,1,22,4,"Unknown lepidium, picture too distant to ID, long stem, circular leaf toward top, longer leaves on bottom. More like pods than leaves.",,,,,,,,,,,
200,"MJV4-15-BIO-VT-6,5-3C",4,297,35.238778,-115.799018,"Espericueta, Rice","6,5-3C.jpg",Gravel,N/A,Desert nest straw,Asteraceae,Stylocline micropoides,1,22,4,Desert neststraw,Y,Unknown 3,,,,,,,,,
201,"MJV4-15-BIO-VT-6,5-3C",4,297,35.238778,-115.799018,"Espericueta, Rice","6,5-3C.jpg",Gravel,N/A,Grass,Poaceae,Grass,7,22,4,Unknown grass,,,,,,,,,,,
202,"MJV4-15-BIO-VT-6,5-3D",4,298,35.238377,-115.798573,"Espericueta, Rice","6,5-3C.jpg",Gravel,N/A,No plants,Null ,Null,,,,,,,,,,,,,,,
203,"MJV4-15-BIO-VT-6,5-3E",4,299,35.238650,-115.798822,"Espericueta, Rice","6,5-3E.jpg",Gravel,,Forget me not,Boraginaceae,Cryptantha angustfolia,,,,Forget Me Not,Y,Unknown 27,,,,,,,,,
204,"MJV4-15-BIO-VT-6,5-3E",4,299,35.238650,-115.798822,"Espericueta, Rice","6,5-3E.jpg",Gravel,,Hairy leaved comb bur,Boraginaceae,Pectocarya penicillata,,,,Hairy Leaved Comb Bur,Y,,,,,,,,,,
205,"MJV4-15-BIO-VT-6,5-3F",4,300,35.238189,-115.798719,"Espericueta, Rice","6,5-3E.jpg",Gravel,,Hedgehog cactus,Cactaceae,Echinocereus engelmannii,,,,Hedgehog Cactus,Y,Unknown 28,,,,,,,,,
206,"MJV4-15-BIO-VT-6,5-3F",4,300,35.238189,-115.798719,"Espericueta, Rice","6,5-3E.jpg",Gravel,,Creosote,Zygophyllaceae,Larrea tridentata,,,,Creosote Bush,Y,,,,,,,,,,
207,"MJV4-15-BIO-VT-6,5-3F",4,300,35.238189,-115.798719,"Espericueta, Rice","6,5-3E.jpg",Gravel,,Buckhorn cholla,Cactaceae,Cylindropuntia acanthocarpa,,,,Buckhorn Cholla,Y,,,,,,,,,,
208,"MJV4-15-BIO-VT-6,5-3G",4,301,35.238398,-115.798946,"Espericueta, Rice","6,5-3E.jpg",Gravel,,Lilac sunbonnet,Polemoniaceae,Langloisia setosissima,,,,Lilac Sunbonnet,Y,Unknown 29,,,,,,,,,
209,"MJV4-15-BIO-VT-6,5-3G",4,301,35.238398,-115.798946,"Espericueta, Rice","6,5-3E.jpg",Gravel,,Barrel cactus,Cactaceae,Ferocactus cylindraceus,,,,Barrel Cactus,Y,,,,,,,,,,
210,"MJV4-15-BIO-VT-6,5-5A",4,302,35.238438,-115.798429,"Espericueta, Rice","6,5-5A.jpg",Rock,,Red brome,Poaceae,Bromus madritensis ssp. Rubens,4,8,5,,,,,,,,,,,,
211,"MJV4-15-BIO-VT-6,5-5A",4,302,35.238438,-115.798429,"Espericueta, Rice","6,5-5A.jpg",Rock,,Grass,Poaceae,Grass,3,8,5,,,,,,,,,,,,
212,"MJV4-15-BIO-VT-6,5-5A",4,302,35.238438,-115.798429,"Espericueta, Rice","6,5-5A.jpg",Rock,,Buckhorn cholla,Cactaceae,Cylindropuntia acanthocarpa,1,8,5,,,,,,,,,,,,
213,"MJV4-15-BIO-VT-6,5-5A",4,302,35.238438,-115.798429,"Espericueta, Rice","6,5-5A.jpg",Rock,,Desert nest straw,Asteraceae,Stylocline micropoides,1,8,5,,,,,,,,,,,,
214,"MJV4-15-BIO-VT-6,5-5A",4,302,35.238438,-115.798429,"Espericueta, Rice","6,5-5A.jpg",Rock,,Mojave popcorn flower,Boraginaceae,Plagiobothrys jonesii,2,8,5,,,,,,,,,,,,
215,"MJV4-15-BIO-VT-6,5-5A",4,302,35.238438,-115.798429,"Espericueta, Rice","6,5-5A.jpg",Rock,,Pepperweed,Brassicaceae,Lepidium densiflorum,1,8,5,,,,,,,,,,,,
216,"MJV4-15-BIO-VT-6,5-5A",4,302,35.238438,-115.798429,"Espericueta, Rice","6,5-5A.jpg",Rock,,Strigose lotus,Fabaceae,Acmispon strigosus,3,8,5,,,,,,,,,,,,
217,"MJV4-15-BIO-VT-6,5-5B",4,303,35.238474,-115.798385,"Espericueta, Rice","6,5-5B.jpg",Gravel,,Low woollygrass,Poaceae,Dasyochloa pulchella,4,10,5,,,,,,,,,,,,
218,"MJV4-15-BIO-VT-6,5-5B",4,303,35.238474,-115.798385,"Espericueta, Rice","6,5-5B.jpg",Gravel,,Strigose lotus,Fabaceae,Acmispon strigosus,1,10,5,,,,,,,,,,,,
219,"MJV4-15-BIO-VT-6,5-5B",4,303,35.238474,-115.798385,"Espericueta, Rice","6,5-5B.jpg",Gravel,,Pepperweed,Brassicaceae,Lepidium densiflorum,2,10,5,,,,,,,,,,,,
220,"MJV4-15-BIO-VT-6,5-5B",4,303,35.238474,-115.798385,"Espericueta, Rice","6,5-5B.jpg",Gravel,,Fiddleneck,Boraginaceae,Amsinckia tessellata,1,10,5,,,,,,,,,,,,
221,"MJV4-15-BIO-VT-6,5-5B",4,303,35.238474,-115.798385,"Espericueta, Rice","6,5-5B.jpg",Gravel,,Mojave butterweed,Asteraceae,Senecio mohavensis,2,10,5,,,,,,,,,,,,
